round,client_id,n_k,oui,score_s,alignment_a,weight,update_norm,train_loss
59,14,210,0.12646484375,0.0742685898063508,0.8231560587882996,0.0537858429784814,0.697030782699585,1.4023715376853942
59,9,226,0.25732421875,0.8949962243159014,0.4182825684547424,0.6890480757665608,0.3858516812324524,2.1239196642310216
59,11,66,0.31005859375,0.6820536430803679,0.0588108748197555,0.1534029294133093,0.1278609484434127,2.194937734892874
59,7,40,0.31787109375,0.6264101714950925,0.341757595539093,0.0853977546504615,0.0813732966780662,2.186311197280884
59,4,17,0.37158203125,0.3164800926891966,0.0513370409607887,0.0183653971911869,0.0228692628443241,2.030977964401245
