dataset,scenario,method,round,mean_oui,var_oui,beta_alpha,beta_beta,score_mode
cifar10,cifar10_dirichlet_0.1_extended,fedoui,32,0.2295247395833333,0.0087671120961507,3.4803333748310448,10.797957393706575,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,33,0.2313802083333333,0.003616452217102,10.437271600606032,30.59062137068217,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,34,0.2174479166666666,0.0073186874389648,6.846673481433997,20.59361475726821,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,35,0.1998372395833333,0.0061157306035359,7.441663550290791,30.282413061084306,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,36,0.2376953124999999,0.0095694224039713,3.484667053570324,11.577802608126644,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,37,0.1997721354166667,0.0082854668299357,1.251970657540395,7.905300437612209,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,38,0.2151367187499999,0.0033182541529337,9.236830025823812,36.41236855739812,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,39,0.2155598958333333,0.0080363114674886,19.66925927380108,58.4887597264795,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,40,0.2098307291666666,0.0083483457565307,2.062904882063408,7.762279300415334,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,41,0.2530924479166667,0.003133209546407,49.016343704645166,154.6053031657672,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,42,0.2425130208333333,0.0100561300913492,14.44885914846356,34.38160873281263,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,43,0.2486653645833333,0.0033891280492146,14.61545218750376,62.17378865397316,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,44,0.2308593749999999,0.005802051226298,5.907408492015058,23.7891368973979,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,45,0.2305989583333333,0.0070800224939982,6.386924374348979,22.75839897383888,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,46,0.24326171875,0.0073844114939371,14.663418358722806,37.400868740209766,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,47,0.258203125,0.0064955393473307,11.036363548384331,30.42084948736605,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,48,0.2852539062499999,0.0061980088551839,8.651669955123962,28.32374754924556,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,49,0.2943684895833333,0.0045847733815511,10.241851363576188,26.17362015136137,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,50,0.2601888020833333,0.0124388694763183,1.9495759698010091,6.726503096153938,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,51,0.2305013020833333,0.0072317997614542,1.7280285981988162,9.359072182224663,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,52,0.2435221354166666,0.0060969432195027,4.384949978816876,13.845617533600832,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,53,0.2592122395833333,0.0080431699752807,11.084669069886903,23.41594226009544,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,54,0.2796549479166667,0.0083184639612833,9.968515720926316,18.136550628821887,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,55,0.2707356770833333,0.0053510189056396,17.634491770910554,35.601709801649605,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,56,0.2099609375,0.0076187054316202,3.006938105616208,10.527587697245318,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,57,0.2848307291666667,0.0049799601236979,20.66169402255184,51.45001245015806,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,58,0.3079427083333333,0.0050943613052368,12.082182807364772,27.369842686071216,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui,59,0.2637695312499999,0.0069881916046142,13.373353756298672,34.17634848831883,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,0,0.1375651041666666,0.0118636131286621,0.9048803263366468,6.07776816024004,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,1,0.1676106770833333,0.0034814039866129,17.118363740655273,95.10445617247532,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,2,0.18330078125,0.0018844207127888,15.573345399960871,84.72291679852928,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,3,0.1520833333333333,0.0033425331115722,2.5720144058008216,16.513077996663245,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,4,0.2145182291666666,0.0091607809066772,9.414383119775817,46.60146995779789,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,5,0.2138346354166666,0.0049435536066691,6.1318736911243965,30.20515558961277,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,6,0.20166015625,0.0043416341145833,5.678043201593002,29.221814171943816,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,7,0.1826822916666667,0.0065452575683593,5.7344113210982215,27.01537781891616,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,8,0.1694986979166667,0.0036569277445475,3.760771285200656,15.53296516793297,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,9,0.15927734375,0.0057743469874064,5.7896264385439,28.7591933345852,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,10,0.1700520833333333,0.0126378218332926,3.0962347033351456,23.636854134904222,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,11,0.2425455729166666,0.0052252054214477,2.894487865205639,13.608605531067049,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,12,0.2286458333333333,0.0151286681493123,0.7762721493750889,4.170228665560139,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,13,0.2381510416666666,0.0036251783370971,8.974443426279569,54.0559411314041,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,14,0.2377604166666666,0.006065821647644,2.739110284264685,26.02857106021775,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,15,0.2414713541666666,0.0051355361938476,2.16981304023121,9.396499053453116,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,16,0.2486328125,0.011068042119344,3.341533823263356,8.883298742015945,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,17,0.2154622395833333,0.0061704079310099,2.172093550412665,8.899204586085938,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,18,0.2241536458333333,0.0062364816665649,5.016190841657621,14.381767700099948,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,19,0.2488281249999999,0.0050202051798502,112.99319621287042,218.72994863225367,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,20,0.2469401041666666,0.0030439456303914,21.118772781071247,42.00330348225904,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,21,0.237890625,0.0047643582026163,5.997116675979345,13.87682337645706,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,22,0.1917643229166666,0.0063910722732543,3.3628948644268637,12.638984044370106,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,23,0.2057942708333333,0.0079821507136027,7.026237973146232,20.81767721455401,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,24,0.21962890625,0.007164454460144,7.858785743633433,26.110807339864397,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,25,0.2525065104166666,0.0027147769927978,41.93187587842161,86.89572958063548,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,26,0.20556640625,0.0136903842290242,3.392572845060823,14.2957906648286,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,27,0.2177408854166666,0.0070991675059,4.5387200938241685,15.917483145946733,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,28,0.2512369791666667,0.0073107560475667,102.28502920742608,246.1509984319761,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,29,0.2888997395833333,0.0010155280431111,232.33563417805777,454.0800882637516,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,30,0.2190104166666666,0.010672911008199,2.147140178531164,8.474461477584352,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,31,0.23115234375,0.0088831027348836,2.9504797503085256,9.701493718351148,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,32,0.2462890625,0.0083714882532755,2.762277767483309,8.698712645413403,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,33,0.271875,0.0049007336298624,11.342233793248978,29.410213239336823,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,34,0.2567708333333333,0.0073100646336873,10.287620297902706,25.925934824312392,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,35,0.2190755208333333,0.0067060311635335,11.305750319029563,35.546084268935935,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,36,0.2369466145833333,0.0082379659016927,4.380304754286125,18.34224878365203,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,37,0.21845703125,0.0068836688995361,2.9664437788583697,14.632851873233,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,38,0.2205403645833333,0.0049210309982299,2.3423262609644526,11.69244314352706,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,39,0.22119140625,0.0087133169174194,7.49045560907551,29.94354411612372,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,40,0.2315755208333333,0.0069067478179931,1.4226361905346572,7.498242309817388,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,41,0.24853515625,0.002149756749471,63.23488835565988,327.07569438210817,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,42,0.2444661458333333,0.0065806150436401,13.12249422402068,43.79166962772509,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,43,0.2412434895833333,0.0054049253463745,7.58049611986503,45.44155324312534,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,44,0.2183919270833333,0.0042652448018391,3.89944439870081,28.17309427013156,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,45,0.24169921875,0.0052825371424357,6.4348693066007385,35.69624431206394,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,46,0.25908203125,0.0054378747940063,10.176436332457,27.254134085775647,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,47,0.2705078125,0.0052984078725179,10.742235113069151,37.41909919421111,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,48,0.3012369791666667,0.0017462571461995,36.80715041244167,116.65588713780372,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,49,0.30400390625,0.0053533156712849,20.717327687164342,43.12421174002883,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,50,0.28486328125,0.0119751135508219,7.192986717693668,17.212640846648,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,51,0.2646158854166666,0.0084593534469604,4.150157463995745,12.138693602051182,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,52,0.2748372395833333,0.0036441405614217,53.70104769962303,146.69936354095273,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,53,0.2611328125,0.0080469846725463,56.548740258012565,130.36510746375913,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,54,0.2846028645833333,0.0046309947967529,24.999192655409797,51.59917143537305,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,55,0.2536458333333333,0.0057806809743245,12.922374725900982,34.79674434846831,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,56,0.211328125,0.0107715924580891,1.4698864051667853,8.092779915613317,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,57,0.2983072916666666,0.0073534886042277,6.477777199375899,20.89838397338894,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,58,0.32099609375,0.0046464204788208,7.279324700342465,24.01382598458904,beta
cifar10,cifar10_dirichlet_0.1_extended,fedoui_align,59,0.2589518229166667,0.0076787710189819,4.317202760679272,15.132052087255506,beta
cifar10,cifar10_dirichlet_0.1_extended,fedprox,0,0.1376627604166666,0.0118415832519531,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,1,0.119140625,0.001074465115865,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,2,0.1431966145833333,0.0015241940816243,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,3,0.1129557291666666,0.0020994265874226,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,4,0.1233072916666666,0.0008525371551513,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,5,0.1428710937499999,0.0006637175877888,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,6,0.1562825520833333,0.002414846420288,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,7,0.1664713541666666,0.004638393719991,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,8,0.1812174479166667,0.0037585814793904,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,9,0.1770507812499999,0.0056060234705607,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,10,0.1452799479166666,0.0025199254353841,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,11,0.1857421875,0.0044205824534098,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,12,0.1854817708333333,0.0048393170038859,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,13,0.2123046875,0.0027635335922241,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,14,0.18662109375,0.002705446879069,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,15,0.1492838541666666,0.0037586291631062,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,16,0.1769205729166666,0.0067074060440063,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,17,0.1792643229166667,0.0058577458063761,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,18,0.18935546875,0.0049867153167724,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,19,0.2107421874999999,0.0112018982569376,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,20,0.2365559895833333,0.0056934118270874,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,21,0.2344075520833333,0.0051482121149698,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,22,0.1989908854166666,0.0079130967458089,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,23,0.2304036458333333,0.00969185034434,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,24,0.2218424479166666,0.005386741956075,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,25,0.2119466145833333,0.0061737457911173,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,26,0.2125325520833333,0.0094304084777832,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,27,0.2074544270833333,0.0046869277954101,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,28,0.20546875,0.0070292552312215,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,29,0.2338216145833333,0.0030608177185058,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,30,0.18720703125,0.0057459115982055,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,31,0.19873046875,0.0036797444025675,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,32,0.2202799479166667,0.0062996705373128,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,33,0.2298177083333333,0.0033374547958374,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,34,0.2284830729166666,0.0093402862548828,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,35,0.2164713541666666,0.0082716306050618,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,36,0.2423177083333333,0.0055936415990193,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,37,0.24404296875,0.0089220921198527,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,38,0.2541341145833333,0.0094884395599365,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,39,0.24482421875,0.0068898836771647,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,40,0.2329427083333333,0.0128277778625488,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,41,0.2442708333333333,0.0032699982325236,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,42,0.2325846354166666,0.007960557937622,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,43,0.24853515625,0.0044981479644775,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,44,0.2420247395833333,0.0038193941116333,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,45,0.24033203125,0.0072598059972127,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,46,0.2724609375,0.0067044099171956,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,47,0.268359375,0.0091812849044799,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,48,0.24833984375,0.0054297447204589,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,49,0.2745117187499999,0.0056728283564249,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,50,0.2712565104166666,0.0074403921763102,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,51,0.25419921875,0.0063625176747639,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,52,0.2822591145833333,0.0028143803278605,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,53,0.2632812499999999,0.0086479902267456,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,54,0.3037760416666666,0.0061396519343058,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,55,0.2726888020833333,0.0073012272516886,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,56,0.2137369791666666,0.0059331496556599,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,57,0.2735677083333333,0.0073557058970133,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,58,0.3187825520833333,0.0074837446212768,,,
cifar10,cifar10_dirichlet_0.1_extended,fedprox,59,0.2809244791666667,0.0042336861292521,,,
cifar10,cifar10_dirichlet_1.0,fedalign,0,0.1865559895833333,0.0025134960810343,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,1,0.1516601562499999,0.0011341174443562,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,2,0.1702799479166666,0.0018140713373819,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,3,0.1602864583333333,0.0013985236485799,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,4,0.1534830729166666,0.0011062463124593,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,5,0.1675130208333333,0.0018375476201375,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,6,0.1755208333333333,0.0006380081176757,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,7,0.1839192708333333,0.0008649110794067,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,8,0.1888020833333333,0.0011373917261759,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,9,0.2098958333333333,0.001872698465983,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,10,0.2154296875,0.0006517807642618,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,11,0.209375,0.0013238986333211,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,12,0.2081705729166666,0.0016181707382202,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,13,0.23115234375,0.0014238119125366,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,14,0.22724609375,0.0019062757492065,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,15,0.2281575520833333,0.0015664021174112,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,16,0.2482421875,0.0024074792861938,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,17,0.2572591145833333,0.0005988995234171,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,18,0.2426432291666666,0.0019305229187011,,,none
cifar10,cifar10_dirichlet_1.0,fedalign,19,0.2532552083333333,0.0009973605473836,,,none
cifar10,cifar10_dirichlet_1.0,fedavg,0,0.1865559895833333,0.0025134960810343,,,
cifar10,cifar10_dirichlet_1.0,fedavg,1,0.15634765625,0.0016312837600708,,,
cifar10,cifar10_dirichlet_1.0,fedavg,2,0.1722330729166666,0.0015028953552246,,,
cifar10,cifar10_dirichlet_1.0,fedavg,3,0.16005859375,0.0011186043421427,,,
cifar10,cifar10_dirichlet_1.0,fedavg,4,0.1589192708333333,0.0013731082280476,,,
cifar10,cifar10_dirichlet_1.0,fedavg,5,0.1716796874999999,0.0011154095331827,,,
cifar10,cifar10_dirichlet_1.0,fedavg,6,0.1780598958333333,0.001463762919108,,,
cifar10,cifar10_dirichlet_1.0,fedavg,7,0.1940104166666666,0.0008084138234456,,,
cifar10,cifar10_dirichlet_1.0,fedavg,8,0.1715494791666666,0.001263936360677,,,
cifar10,cifar10_dirichlet_1.0,fedavg,9,0.1924479166666667,0.0015315373738606,,,
cifar10,cifar10_dirichlet_1.0,fedavg,10,0.2023111979166666,0.0003947178522745,,,
cifar10,cifar10_dirichlet_1.0,fedavg,11,0.2033203124999999,0.0011771440505981,,,
cifar10,cifar10_dirichlet_1.0,fedavg,12,0.2056640625,0.0007001876831054,,,
cifar10,cifar10_dirichlet_1.0,fedavg,13,0.2090169270833333,0.0009401400883992,,,
cifar10,cifar10_dirichlet_1.0,fedavg,14,0.2186848958333333,0.0012874126434326,,,
cifar10,cifar10_dirichlet_1.0,fedavg,15,0.2090494791666667,0.0011547962824503,,,
cifar10,cifar10_dirichlet_1.0,fedavg,16,0.23818359375,0.0024441878000895,,,
cifar10,cifar10_dirichlet_1.0,fedavg,17,0.2355794270833333,0.0006831884384155,,,
cifar10,cifar10_dirichlet_1.0,fedavg,18,0.2255533854166666,0.0020028988520304,,,
cifar10,cifar10_dirichlet_1.0,fedavg,19,0.2467447916666666,0.0011793931325276,,,
cifar10,cifar10_dirichlet_1.0,fedoui,0,0.1865559895833333,0.0025134960810343,13.469809880066348,70.32779228996975,beta
cifar10,cifar10_dirichlet_1.0,fedoui,1,0.1544921875,0.001496402422587,10.734230858826049,50.23000873872178,beta
cifar10,cifar10_dirichlet_1.0,fedoui,2,0.16591796875,0.0009696801503499,28.72620054172137,123.92366637432782,beta
cifar10,cifar10_dirichlet_1.0,fedoui,3,0.1591796875,0.0011477390925089,100.5820549757236,553.3609564219969,beta
cifar10,cifar10_dirichlet_1.0,fedoui,4,0.1555013020833333,0.001232091585795,6.645973489025335,41.44926928667744,beta
cifar10,cifar10_dirichlet_1.0,fedoui,5,0.1691731770833333,0.0010337273279825,43.30040655441873,223.00359531780217,beta
cifar10,cifar10_dirichlet_1.0,fedoui,6,0.1685872395833333,0.0015104373296101,18.799488059205988,90.26949648825538,beta
cifar10,cifar10_dirichlet_1.0,fedoui,7,0.17568359375,0.0011551698048909,13.597159920321884,58.845565149447154,beta
cifar10,cifar10_dirichlet_1.0,fedoui,8,0.1580729166666666,0.0010366519292195,10.707342711375643,67.44175876010446,beta
cifar10,cifar10_dirichlet_1.0,fedoui,9,0.1791341145833333,0.0012355645497639,12.649517669912942,61.75086196242969,beta
cifar10,cifar10_dirichlet_1.0,fedoui,10,0.1867187499999999,0.0005674680074055,31.314826791102725,141.36359342477874,beta
cifar10,cifar10_dirichlet_1.0,fedoui,11,0.1821614583333333,0.0008762677510579,35.42574994046827,152.8252513000066,beta
cifar10,cifar10_dirichlet_1.0,fedoui,12,0.1897135416666666,0.0007194201151529,32.857648437376646,156.27237966759068,beta
cifar10,cifar10_dirichlet_1.0,fedoui,13,0.2032877604166666,0.0010368903477986,62.34490196749123,273.3079876997592,beta
cifar10,cifar10_dirichlet_1.0,fedoui,14,0.2057942708333333,0.000670035680135,39.64762216862416,172.91345165687918,beta
cifar10,cifar10_dirichlet_1.0,fedoui,15,0.1891276041666666,0.00079185962677,19.274981552012488,88.05281132053122,beta
cifar10,cifar10_dirichlet_1.0,fedoui,16,0.2111979166666666,0.0015474239985148,44.92775707433768,189.080499508174,beta
cifar10,cifar10_dirichlet_1.0,fedoui,17,0.2178385416666667,0.0005496501922607,45.50463090588441,184.1491002307624,beta
cifar10,cifar10_dirichlet_1.0,fedoui,18,0.2027018229166667,0.0007407029469807,19.20014451921464,86.84596113167957,beta
cifar10,cifar10_dirichlet_1.0,fedoui,19,0.22236328125,0.0008128722508748,37.97958203696925,137.52173567898973,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,0,0.1865559895833333,0.0025134960810343,13.469809880066348,70.32779228996975,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,1,0.1448893229166666,0.0015429496765136,8.926803061485604,44.03406794060744,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,2,0.1536458333333333,0.0012975056966145,10.230544521153552,57.40068588337349,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,3,0.1617513020833333,0.0014467398325602,36.34495457048458,208.5052656938326,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,4,0.1499348958333333,0.0008963505427042,5.5991618653817135,47.58768182804013,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,5,0.1578125,0.0008593877156575,24.811954548715736,184.13082059836412,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,6,0.1715494791666666,0.0012735207875569,32.36930345558714,190.83720656812488,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,7,0.1698893229166666,0.0006486972173055,36.56283202294943,197.4392929239269,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,8,0.1781901041666666,0.000548505783081,67.13981956066945,389.9823561715481,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,9,0.1837239583333333,0.0008702119191487,22.529921853314104,122.20433145781288,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,10,0.2021158854166666,0.0007052183151245,107.54317801339286,452.8853934151786,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,11,0.1937825520833333,0.000962209701538,23.409120240186372,96.26606261528468,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,12,0.1976236979166666,0.0011486768722534,55.576947017231056,268.14770455071323,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,13,0.2025716145833333,0.0009342511494954,21.49437186556047,104.20658067775148,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,14,0.1989583333333333,0.0007070620854695,25.435365503769912,120.3162532755272,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,15,0.19521484375,0.0009727239608764,13.999759700197222,68.34230769211729,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,16,0.2217447916666667,0.0009500980377197,87.92140571648078,316.8965774385386,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,17,0.2366210937499999,0.0004069169362386,59.89486378082683,210.88809653514085,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,18,0.2160807291666666,0.0015027125676472,12.398504107116525,47.85810816477394,beta
cifar10,cifar10_dirichlet_1.0,fedoui_align,19,0.230859375,0.0005400975545247,51.411237947322014,167.66952633922705,beta
cifar10,cifar10_dirichlet_1.0,fedprox,0,0.1865559895833333,0.0025040705998738,,,
cifar10,cifar10_dirichlet_1.0,fedprox,1,0.1564778645833333,0.0016187985738118,,,
cifar10,cifar10_dirichlet_1.0,fedprox,2,0.1722981770833333,0.0014654636383056,,,
cifar10,cifar10_dirichlet_1.0,fedprox,3,0.1593098958333333,0.0011044343312581,,,
cifar10,cifar10_dirichlet_1.0,fedprox,4,0.1585611979166666,0.0013887723286946,,,
cifar10,cifar10_dirichlet_1.0,fedprox,5,0.1701171875,0.0010265747706095,,,
cifar10,cifar10_dirichlet_1.0,fedprox,6,0.1799153645833333,0.0016721089680989,,,
cifar10,cifar10_dirichlet_1.0,fedprox,7,0.1924479166666667,0.0007531642913818,,,
cifar10,cifar10_dirichlet_1.0,fedprox,8,0.1685221354166667,0.0010783036549886,,,
cifar10,cifar10_dirichlet_1.0,fedprox,9,0.19404296875,0.0012792507807413,,,
