dataset,scenario,method,round,mean_oui,var_oui,beta_alpha,beta_beta,score_mode
cifar10,cifar10_dirichlet_1.0,fedprox,10,0.2009114583333333,0.0004607200622558,,,
cifar10,cifar10_dirichlet_1.0,fedprox,11,0.2010091145833333,0.0008583704630533,,,
cifar10,cifar10_dirichlet_1.0,fedprox,12,0.2070963541666667,0.0006799459457397,,,
cifar10,cifar10_dirichlet_1.0,fedprox,13,0.2143880208333333,0.0008649031321207,,,
cifar10,cifar10_dirichlet_1.0,fedprox,14,0.2251627604166667,0.0014619906743367,,,
cifar10,cifar10_dirichlet_1.0,fedprox,15,0.20703125,0.0012702067693074,,,
cifar10,cifar10_dirichlet_1.0,fedprox,16,0.2373046875,0.0020224253336588,,,
cifar10,cifar10_dirichlet_1.0,fedprox,17,0.2405598958333333,0.0006887594858805,,,
cifar10,cifar10_dirichlet_1.0,fedprox,18,0.23056640625,0.0021162350972493,,,
cifar10,cifar10_dirichlet_1.0,fedprox,19,0.2486979166666666,0.0012561162312825,,,
cifar10,cifar10_noisy_clients,fedalign,0,0.16904296875,0.0164312601089477,,,none
cifar10,cifar10_noisy_clients,fedalign,1,0.24248046875,0.0190422058105468,,,none
cifar10,cifar10_noisy_clients,fedalign,2,0.36416015625,0.0055290937423706,,,none
cifar10,cifar10_noisy_clients,fedalign,3,0.3435546875,0.0040834665298461,,,none
cifar10,cifar10_noisy_clients,fedalign,4,0.25185546875,0.0033926248550415,,,none
cifar10,cifar10_noisy_clients,fedalign,5,0.23671875,0.0052550315856933,,,none
cifar10,cifar10_noisy_clients,fedalign,6,0.18623046875,0.002716851234436,,,none
cifar10,cifar10_noisy_clients,fedalign,7,0.18759765625,0.0025593519210815,,,none
cifar10,cifar10_noisy_clients,fedalign,8,0.23564453125,0.0047176599502563,,,none
cifar10,cifar10_noisy_clients,fedalign,9,0.22333984375,0.0059192895889282,,,none
cifar10,cifar10_noisy_clients,fedalign,10,0.19033203125,0.0030811309814453,,,none
cifar10,cifar10_noisy_clients,fedalign,11,0.16650390625,0.0042858123779296,,,none
cifar10,cifar10_noisy_clients,fedalign,12,0.16591796875,0.0028770446777343,,,none
cifar10,cifar10_noisy_clients,fedalign,13,0.19814453125,0.0024351358413696,,,none
cifar10,cifar10_noisy_clients,fedalign,14,0.203125,0.0078502893447875,,,none
cifar10,cifar10_noisy_clients,fedalign,15,0.35439453125,0.0005548477172851,,,none
cifar10,cifar10_noisy_clients,fedalign,16,0.30107421875,0.0048152923583984,,,none
cifar10,cifar10_noisy_clients,fedalign,17,0.2525390625,0.0014604806900024,,,none
cifar10,cifar10_noisy_clients,fedalign,18,0.25595703125,0.0026026248931884,,,none
cifar10,cifar10_noisy_clients,fedalign,19,0.23876953125,0.0037136077880859,,,none
cifar10,cifar10_noisy_clients,fedavg,0,0.16904296875,0.0164312601089477,,,
cifar10,cifar10_noisy_clients,fedavg,1,0.17119140625,0.0065468072891235,,,
cifar10,cifar10_noisy_clients,fedavg,2,0.1841796875,0.0030949592590332,,,
cifar10,cifar10_noisy_clients,fedavg,3,0.20283203125,0.0015446662902832,,,
cifar10,cifar10_noisy_clients,fedavg,4,0.17548828125,0.0025075197219848,,,
cifar10,cifar10_noisy_clients,fedavg,5,0.1828125,0.0028531074523925,,,
cifar10,cifar10_noisy_clients,fedavg,6,0.14208984375,0.0004839897155761,,,
cifar10,cifar10_noisy_clients,fedavg,7,0.12080078125,0.0007718324661254,,,
cifar10,cifar10_noisy_clients,fedavg,8,0.14111328125,0.0021178722381591,,,
cifar10,cifar10_noisy_clients,fedavg,9,0.146875,0.0028862237930297,,,
cifar10,cifar10_noisy_clients,fedavg,10,0.1595703125,0.0011741399765014,,,
cifar10,cifar10_noisy_clients,fedavg,11,0.1197265625,0.001404333114624,,,
cifar10,cifar10_noisy_clients,fedavg,12,0.13203125,0.0014314174652099,,,
cifar10,cifar10_noisy_clients,fedavg,13,0.12802734375,0.0030314207077026,,,
cifar10,cifar10_noisy_clients,fedavg,14,0.1763671875,0.0015920877456665,,,
cifar10,cifar10_noisy_clients,fedavg,15,0.23232421875,0.0023656368255615,,,
cifar10,cifar10_noisy_clients,fedavg,16,0.18681640625,0.0051215410232543,,,
cifar10,cifar10_noisy_clients,fedavg,17,0.19306640625,0.001416277885437,,,
cifar10,cifar10_noisy_clients,fedavg,18,0.180859375,0.0020626306533813,,,
cifar10,cifar10_noisy_clients,fedavg,19,0.18544921875,0.001356291770935,,,
cifar10,cifar10_noisy_clients,fedoui,0,0.16904296875,0.0164312601089477,1.2760704004502377,6.272722725263473,beta
cifar10,cifar10_noisy_clients,fedoui,1,0.1564453125,0.0040343523025512,4.961133417783724,26.75048093808727,beta
cifar10,cifar10_noisy_clients,fedoui,2,0.1248046875,0.0027106523513793,4.904326396317825,34.39168479170607,beta
cifar10,cifar10_noisy_clients,fedoui,3,0.15693359375,0.0026697635650634,7.6202226253427,40.93676535443903,beta
cifar10,cifar10_noisy_clients,fedoui,4,0.1533203125,0.0024706125259399,7.9025764757991555,43.64034270393546,beta
cifar10,cifar10_noisy_clients,fedoui,5,0.148046875,0.0012861967086791,14.369953245488627,82.69358318841873,beta
cifar10,cifar10_noisy_clients,fedoui,6,0.13505859375,0.0004755973815917,33.03847085038287,211.58476957472243,beta
cifar10,cifar10_noisy_clients,fedoui,7,0.109765625,0.0013449668884277,7.865138606369212,63.78879318119372,beta
cifar10,cifar10_noisy_clients,fedoui,8,0.15595703125,0.0010007143020629,20.358705098087604,110.18177092221111,beta
cifar10,cifar10_noisy_clients,fedoui,9,0.1296875,0.0035751581192016,3.964579903786521,26.60567477601316,beta
cifar10,cifar10_noisy_clients,fedoui,10,0.13115234375,0.0002009391784667,74.24455749714494,491.8494624364099,beta
cifar10,cifar10_noisy_clients,fedoui,11,0.11396484375,0.0010081052780151,11.301322935358924,87.86367008784191,beta
cifar10,cifar10_noisy_clients,fedoui,12,0.13662109375,0.0015303373336791,10.393897912848889,65.68438273588063,beta
cifar10,cifar10_noisy_clients,fedoui,13,0.13525390625,0.0020604133605957,7.542494650489615,48.22295316251663,beta
cifar10,cifar10_noisy_clients,fedoui,14,0.15146484375,0.0005242109298706,36.9838791396976,207.19079680517888,beta
cifar10,cifar10_noisy_clients,fedoui,15,0.2232421875,0.0003312110900878,116.65489975120572,405.89373255515767,beta
cifar10,cifar10_noisy_clients,fedoui,16,0.18046875,0.0034559488296508,7.542819350280782,34.252889603656016,beta
cifar10,cifar10_noisy_clients,fedoui,17,0.18681640625,0.0014769554138183,19.028664132240955,82.8289002766181,beta
cifar10,cifar10_noisy_clients,fedoui,18,0.1794921875,0.0014386892318725,18.194639655671537,83.17266723990873,beta
cifar10,cifar10_noisy_clients,fedoui,19,0.16953125,0.0013725042343139,17.22085108710285,84.35836269857295,beta
cifar10,cifar10_noisy_clients,fedoui_align,0,0.16904296875,0.0164312601089477,1.2760704004502377,6.272722725263473,beta
cifar10,cifar10_noisy_clients,fedoui_align,1,0.24267578125,0.0195144414901733,2.042810360378461,6.3750480260502895,beta
cifar10,cifar10_noisy_clients,fedoui_align,2,0.28271484375,0.0059313774108886,9.382989516182722,23.80589222672266,beta
cifar10,cifar10_noisy_clients,fedoui_align,3,0.29169921875,0.00307137966156,19.33081934748284,46.938879386438906,beta
cifar10,cifar10_noisy_clients,fedoui_align,4,0.25498046875,0.0030680179595947,15.532891326219868,45.38507389036054,beta
cifar10,cifar10_noisy_clients,fedoui_align,5,0.2740234375,0.0073534727096557,7.1391734585645485,18.913975584807144,beta
cifar10,cifar10_noisy_clients,fedoui_align,6,0.17978515625,0.0010302543640136,25.55323887262942,116.57884480782973,beta
cifar10,cifar10_noisy_clients,fedoui_align,7,0.16376953125,0.0022342920303344,9.874347690263424,50.41982067485134,beta
cifar10,cifar10_noisy_clients,fedoui_align,8,0.25556640625,0.0049327135086059,9.601498191868046,27.96798651761945,beta
cifar10,cifar10_noisy_clients,fedoui_align,9,0.21962890625,0.0073711156845092,4.887148689752928,17.36469772335067,beta
cifar10,cifar10_noisy_clients,fedoui_align,10,0.194921875,0.0026727199554443,11.249812853193966,46.46465789665884,beta
cifar10,cifar10_noisy_clients,fedoui_align,11,0.162890625,0.0040312528610229,5.346890473632034,27.47814456832961,beta
cifar10,cifar10_noisy_clients,fedoui_align,12,0.16015625,0.0028566122055053,7.380948786931937,38.704975346106494,beta
cifar10,cifar10_noisy_clients,fedoui_align,13,0.17587890625,0.0022904157638549,10.954353135173564,51.32914275831744,beta
cifar10,cifar10_noisy_clients,fedoui_align,14,0.2134765625,0.0025550603866577,13.815012626686036,50.89941065660079,beta
cifar10,cifar10_noisy_clients,fedoui_align,15,0.35810546875,0.0005307912826538,154.7240399999789,277.33872782106937,beta
cifar10,cifar10_noisy_clients,fedoui_align,16,0.2884765625,0.0083880901336669,6.770588592429196,16.699562790940803,beta
cifar10,cifar10_noisy_clients,fedoui_align,17,0.2955078125,0.00124351978302,49.17671417472128,117.237546614818,beta
cifar10,cifar10_noisy_clients,fedoui_align,18,0.3056640625,0.0031516551971435,20.277858885056546,46.06248455998468,beta
cifar10,cifar10_noisy_clients,fedoui_align,19,0.23779296875,0.0053731203079223,7.783500461664272,24.948756099913613,beta
cifar10,cifar10_noisy_clients,fedprox,0,0.16904296875,0.0164312601089477,,,
cifar10,cifar10_noisy_clients,fedprox,1,0.17138671875,0.0065187215805053,,,
cifar10,cifar10_noisy_clients,fedprox,2,0.183984375,0.0030798196792602,,,
cifar10,cifar10_noisy_clients,fedprox,3,0.20419921875,0.0015537023544311,,,
cifar10,cifar10_noisy_clients,fedprox,4,0.17490234375,0.0027622461318969,,,
cifar10,cifar10_noisy_clients,fedprox,5,0.184765625,0.0030034303665161,,,
cifar10,cifar10_noisy_clients,fedprox,6,0.141015625,0.0005679607391357,,,
cifar10,cifar10_noisy_clients,fedprox,7,0.1244140625,0.0009376287460327,,,
cifar10,cifar10_noisy_clients,fedprox,8,0.14306640625,0.0019165277481079,,,
cifar10,cifar10_noisy_clients,fedprox,9,0.148828125,0.0027004957199096,,,
cifar10,cifar10_noisy_clients,fedprox,10,0.1634765625,0.0011874914169311,,,
cifar10,cifar10_noisy_clients,fedprox,11,0.12119140625,0.00122492313385,,,
cifar10,cifar10_noisy_clients,fedprox,12,0.13388671875,0.0011613845825195,,,
cifar10,cifar10_noisy_clients,fedprox,13,0.131640625,0.0023452758789062,,,
cifar10,cifar10_noisy_clients,fedprox,14,0.1744140625,0.0012027502059936,,,
cifar10,cifar10_noisy_clients,fedprox,15,0.22705078125,0.0020806789398193,,,
cifar10,cifar10_noisy_clients,fedprox,16,0.17861328125,0.0044285535812377,,,
cifar10,cifar10_noisy_clients,fedprox,17,0.18486328125,0.0013778924942016,,,
cifar10,cifar10_noisy_clients,fedprox,18,0.180078125,0.0013975381851196,,,
cifar10,cifar10_noisy_clients,fedprox,19,0.1828125,0.0012541532516479,,,
cifar10,cifar10_noisy_clients_extended,fedalign,0,0.1614908854166666,0.0082954406738281,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,1,0.1760416666666666,0.0070333003997802,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,2,0.2371093749999999,0.0029724518458048,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,3,0.1951171874999999,0.0026114781697591,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,4,0.1721679687499999,0.0023172934850056,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,5,0.19287109375,0.0037362098693847,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,6,0.208203125,0.003600517908732,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,7,0.1999348958333333,0.0038273493448893,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,8,0.2131510416666666,0.003845469156901,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,9,0.2065104166666666,0.0045876582463582,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,10,0.2091796875,0.0028514623641967,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,11,0.2055338541666666,0.004676596323649,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,12,0.1874674479166666,0.002173908551534,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,13,0.1947265625,0.0044249296188354,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,14,0.19990234375,0.0035094579060872,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,15,0.2643229166666667,0.0019856532414754,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,16,0.2377604166666667,0.0036466042200724,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,17,0.2259114583333333,0.0017491022745768,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,18,0.2257161458333333,0.0036431312561035,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,19,0.22080078125,0.0038292328516642,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,20,0.2309244791666666,0.0034004211425781,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,21,0.2112304687499999,0.0057258605957031,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,22,0.1926757812499999,0.0030184189478556,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,23,0.2380859374999999,0.0067163864771525,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,24,0.2353190104166666,0.0044219255447387,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,25,0.2183268229166667,0.005149753888448,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,26,0.2352864583333333,0.0049720605214436,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,27,0.2575520833333333,0.0059924364089965,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,28,0.22890625,0.00672554175059,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,29,0.23447265625,0.0032806634902954,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,30,0.2657552083333334,0.0036465724309285,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,31,0.2410481770833333,0.0032234589258829,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,32,0.2569986979166667,0.0026905218760172,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,33,0.2562174479166666,0.0027271429697672,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,34,0.2706705729166667,0.003247316678365,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,35,0.2261393229166667,0.0065153996149698,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,36,0.2488932291666666,0.0055023431777954,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,37,0.26630859375,0.005462630589803,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,38,0.2627604166666666,0.0023755629857381,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,39,0.221875,0.0077209711074829,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,40,0.2443359375,0.0039726734161376,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,41,0.2606770833333333,0.0043235540390014,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,42,0.2653645833333333,0.0043709913889567,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,43,0.2857421874999999,0.0034999847412109,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,44,0.2911132812499999,0.000849978129069,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,45,0.3009765625,0.002736218770345,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,46,0.2891927083333333,0.0060793002446492,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,47,0.27236328125,0.0037307500839233,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,48,0.2656575520833333,0.0064768075942993,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,49,0.2510091145833333,0.0038399537404378,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,50,0.3080078125,0.0041622479756673,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,51,0.2815104166666666,0.0058191061019897,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,52,0.27294921875,0.0058024485905965,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,53,0.2796875,0.0068285703659057,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,54,0.2813476562499999,0.004846453666687,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,55,0.3176106770833333,0.008240000406901,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,56,0.2954427083333333,0.003961698214213,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,57,0.2829752604166666,0.0035246849060058,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,58,0.3131510416666667,0.003626259167989,,,none
cifar10,cifar10_noisy_clients_extended,fedalign,59,0.2830403645833333,0.0063733418782552,,,none
cifar10,cifar10_noisy_clients_extended,fedavg,0,0.1614908854166666,0.0082954406738281,,,
cifar10,cifar10_noisy_clients_extended,fedavg,1,0.1366861979166666,0.0029340823491414,,,
cifar10,cifar10_noisy_clients_extended,fedavg,2,0.1428710937499999,0.0020773410797119,,,
cifar10,cifar10_noisy_clients_extended,fedavg,3,0.1398763020833333,0.0016989151636759,,,
cifar10,cifar10_noisy_clients_extended,fedavg,4,0.1378255208333333,0.0011471589406331,,,
cifar10,cifar10_noisy_clients_extended,fedavg,5,0.1562825520833333,0.0024747053782145,,,
cifar10,cifar10_noisy_clients_extended,fedavg,6,0.1597981770833333,0.0004294713338216,,,
cifar10,cifar10_noisy_clients_extended,fedavg,7,0.1407552083333333,0.0012425820032755,,,
cifar10,cifar10_noisy_clients_extended,fedavg,8,0.1533528645833333,0.001323390007019,,,
cifar10,cifar10_noisy_clients_extended,fedavg,9,0.1553059895833333,0.0017726023991902,,,
cifar10,cifar10_noisy_clients_extended,fedavg,10,0.1680338541666667,0.0018975734710693,,,
cifar10,cifar10_noisy_clients_extended,fedavg,11,0.1511718749999999,0.0011835654576619,,,
cifar10,cifar10_noisy_clients_extended,fedavg,12,0.1533854166666666,0.0006746371587117,,,
cifar10,cifar10_noisy_clients_extended,fedavg,13,0.16220703125,0.0038836081822713,,,
cifar10,cifar10_noisy_clients_extended,fedavg,14,0.1896809895833333,0.0009815136591593,,,
cifar10,cifar10_noisy_clients_extended,fedavg,15,0.2076822916666666,0.0025393724441528,,,
cifar10,cifar10_noisy_clients_extended,fedavg,16,0.1861979166666666,0.0032394011815388,,,
cifar10,cifar10_noisy_clients_extended,fedavg,17,0.1956054687499999,0.0017291943232218,,,
cifar10,cifar10_noisy_clients_extended,fedavg,18,0.1905924479166666,0.0019751946131388,,,
cifar10,cifar10_noisy_clients_extended,fedavg,19,0.1918294270833333,0.0023985068003336,,,
cifar10,cifar10_noisy_clients_extended,fedavg,20,0.1923177083333333,0.0024785836537679,,,
cifar10,cifar10_noisy_clients_extended,fedavg,21,0.1937174479166666,0.0038540442784627,,,
cifar10,cifar10_noisy_clients_extended,fedavg,22,0.1836588541666667,0.0011895736058553,,,
cifar10,cifar10_noisy_clients_extended,fedavg,23,0.2194986979166666,0.0028934796651204,,,
cifar10,cifar10_noisy_clients_extended,fedavg,24,0.2361653645833333,0.002796451250712,,,
cifar10,cifar10_noisy_clients_extended,fedavg,25,0.1868489583333333,0.0038975238800048,,,
cifar10,cifar10_noisy_clients_extended,fedavg,26,0.2065755208333333,0.0039446989695231,,,
cifar10,cifar10_noisy_clients_extended,fedavg,27,0.2247395833333333,0.0032914717992146,,,
cifar10,cifar10_noisy_clients_extended,fedavg,28,0.2133138020833333,0.0055283228556315,,,
cifar10,cifar10_noisy_clients_extended,fedavg,29,0.2124674479166667,0.0030478239059448,,,
cifar10,cifar10_noisy_clients_extended,fedavg,30,0.2332031249999999,0.0042314211527506,,,
cifar10,cifar10_noisy_clients_extended,fedavg,31,0.2263997395833333,0.0022300243377685,,,
cifar10,cifar10_noisy_clients_extended,fedavg,32,0.2523763020833333,0.0019254048665364,,,
cifar10,cifar10_noisy_clients_extended,fedavg,33,0.2393229166666667,0.0023846785227457,,,
cifar10,cifar10_noisy_clients_extended,fedavg,34,0.2329427083333333,0.002159841855367,,,
cifar10,cifar10_noisy_clients_extended,fedavg,35,0.2165364583333333,0.0044634580612182,,,
cifar10,cifar10_noisy_clients_extended,fedavg,36,0.2399739583333333,0.0042116641998291,,,
cifar10,cifar10_noisy_clients_extended,fedavg,37,0.24326171875,0.0049837748209635,,,
cifar10,cifar10_noisy_clients_extended,fedavg,38,0.2449544270833333,0.002331527074178,,,
cifar10,cifar10_noisy_clients_extended,fedavg,39,0.2055338541666666,0.0060937643051147,,,
cifar10,cifar10_noisy_clients_extended,fedavg,40,0.2412434895833333,0.0030071258544921,,,
cifar10,cifar10_noisy_clients_extended,fedavg,41,0.2698567708333333,0.0034197886784871,,,
cifar10,cifar10_noisy_clients_extended,fedavg,42,0.2685546875,0.0043155431747436,,,
cifar10,cifar10_noisy_clients_extended,fedavg,43,0.2671549479166666,0.0032793680826822,,,
cifar10,cifar10_noisy_clients_extended,fedavg,44,0.2661458333333333,0.0016868352890014,,,
cifar10,cifar10_noisy_clients_extended,fedavg,45,0.25751953125,0.0021293719609578,,,
cifar10,cifar10_noisy_clients_extended,fedavg,46,0.262890625,0.0057611306508382,,,
cifar10,cifar10_noisy_clients_extended,fedavg,47,0.2729166666666666,0.0039311329523722,,,
cifar10,cifar10_noisy_clients_extended,fedavg,48,0.2660807291666667,0.0056012471516927,,,
cifar10,cifar10_noisy_clients_extended,fedavg,49,0.2427083333333333,0.0032688458760579,,,
cifar10,cifar10_noisy_clients_extended,fedavg,50,0.2729817708333333,0.0034304857254028,,,
cifar10,cifar10_noisy_clients_extended,fedavg,51,0.2670572916666666,0.0031081279118855,,,
cifar10,cifar10_noisy_clients_extended,fedavg,52,0.2506184895833333,0.0045745372772216,,,
cifar10,cifar10_noisy_clients_extended,fedavg,53,0.2515950520833334,0.0066856543223063,,,
cifar10,cifar10_noisy_clients_extended,fedavg,54,0.2591471354166666,0.0040045181910196,,,
cifar10,cifar10_noisy_clients_extended,fedavg,55,0.3025065104166666,0.0081961870193481,,,
cifar10,cifar10_noisy_clients_extended,fedavg,56,0.2683268229166666,0.0031063159306844,,,
cifar10,cifar10_noisy_clients_extended,fedavg,57,0.2762044270833333,0.003426718711853,,,
cifar10,cifar10_noisy_clients_extended,fedavg,58,0.2703125,0.0021081050237019,,,
cifar10,cifar10_noisy_clients_extended,fedavg,59,0.2586263020833333,0.0049267371495564,,,
cifar10,cifar10_noisy_clients_extended,fedoui,0,0.1614908854166666,0.0082954406738281,1.2760704004502377,6.272722725263473,beta
cifar10,cifar10_noisy_clients_extended,fedoui,1,0.1386393229166666,0.002508807182312,4.961133417783724,26.75048093808727,beta
cifar10,cifar10_noisy_clients_extended,fedoui,2,0.12451171875,0.0018355925877888,4.904326396317825,34.39168479170607,beta
cifar10,cifar10_noisy_clients_extended,fedoui,3,0.1248372395833333,0.0018851439158121,7.6202226253427,40.93676535443903,beta
cifar10,cifar10_noisy_clients_extended,fedoui,4,0.1369791666666666,0.0015176057815551,7.9025764757991555,43.64034270393546,beta
cifar10,cifar10_noisy_clients_extended,fedoui,5,0.1500651041666666,0.0017864227294921,14.369953245488627,82.69358318841873,beta
cifar10,cifar10_noisy_clients_extended,fedoui,6,0.1587890625,0.0006711641947428,33.03847085038287,211.58476957472243,beta
cifar10,cifar10_noisy_clients_extended,fedoui,7,0.1382161458333333,0.0018232345581054,7.865138606369212,63.78879318119372,beta
cifar10,cifar10_noisy_clients_extended,fedoui,8,0.1562174479166666,0.000917100906372,20.358705098087604,110.18177092221111,beta
cifar10,cifar10_noisy_clients_extended,fedoui,9,0.1568684895833333,0.0027317603429158,3.964579903786521,26.60567477601316,beta
cifar10,cifar10_noisy_clients_extended,fedoui,10,0.1769856770833333,0.0014266570409138,74.24455749714494,491.8494624364099,beta
cifar10,cifar10_noisy_clients_extended,fedoui,11,0.152734375,0.0015990575154622,11.301322935358924,87.86367008784191,beta
cifar10,cifar10_noisy_clients_extended,fedoui,12,0.1441731770833333,0.0016730070114135,10.393897912848889,65.68438273588063,beta
cifar10,cifar10_noisy_clients_extended,fedoui,13,0.16181640625,0.0031036218007405,7.542494650489615,48.22295316251663,beta
cifar10,cifar10_noisy_clients_extended,fedoui,14,0.17099609375,0.0012085596720377,36.9838791396976,207.19079680517888,beta
cifar10,cifar10_noisy_clients_extended,fedoui,15,0.2058593749999999,0.0014475981394449,116.65489975120572,405.89373255515767,beta
cifar10,cifar10_noisy_clients_extended,fedoui,16,0.2080078125,0.002587087949117,7.542819350280782,34.252889603656016,beta
cifar10,cifar10_noisy_clients_extended,fedoui,17,0.2121744791666666,0.0017426252365112,19.028664132240955,82.8289002766181,beta
cifar10,cifar10_noisy_clients_extended,fedoui,18,0.21650390625,0.0023963689804077,18.194639655671537,83.17266723990873,beta
cifar10,cifar10_noisy_clients_extended,fedoui,19,0.2033854166666666,0.0025798877080281,17.22085108710285,84.35836269857295,beta
cifar10,cifar10_noisy_clients_extended,fedoui,20,0.2058268229166666,0.002494200070699,16.08177593427835,116.29554365335052,beta
cifar10,cifar10_noisy_clients_extended,fedoui,21,0.1970052083333333,0.0050212860107421,36.905066555113365,229.9790305666104,beta
cifar10,cifar10_noisy_clients_extended,fedoui,22,0.1952799479166666,0.002593461672465,9.39707211669425,48.5006525974749,beta
cifar10,cifar10_noisy_clients_extended,fedoui,23,0.2295572916666667,0.004003628094991,23.26314226418183,96.4426752158292,beta
cifar10,cifar10_noisy_clients_extended,fedoui,24,0.2431966145833333,0.0032290617624918,6.708690391299419,30.95413285810083,beta
cifar10,cifar10_noisy_clients_extended,fedoui,25,0.2097330729166666,0.0040648301442464,25.283908403926542,137.1422033000934,beta
cifar10,cifar10_noisy_clients_extended,fedoui,26,0.2241861979166667,0.0054707924524943,6.538207826116036,26.2328387423755,beta
cifar10,cifar10_noisy_clients_extended,fedoui,27,0.2076822916666666,0.0044394413630167,5.680453402914759,27.053279205890608,beta
cifar10,cifar10_noisy_clients_extended,fedoui,28,0.2071940104166666,0.0063575029373168,9.508060050000571,48.41135393691548,beta
cifar10,cifar10_noisy_clients_extended,fedoui,29,0.2072916666666666,0.0021754662195841,11.711351371054713,44.38043442857122,beta
cifar10,cifar10_noisy_clients_extended,fedoui,30,0.2254557291666666,0.0037702322006225,15.917039841863671,69.68720804715103,beta
cifar10,cifar10_noisy_clients_extended,fedoui,31,0.2337890625,0.0023528337478637,17.927643435695057,68.34071595411575,beta
cifar10,cifar10_noisy_clients_extended,fedoui,32,0.2348307291666667,0.0011581182479858,45.009063503930975,147.83311652964775,beta
cifar10,cifar10_noisy_clients_extended,fedoui,33,0.22216796875,0.0020178476969401,16.226549060459295,73.29923885931613,beta
cifar10,cifar10_noisy_clients_extended,fedoui,34,0.2222981770833333,0.002649172147115,23.6909386562326,107.939670046872,beta
cifar10,cifar10_noisy_clients_extended,fedoui,35,0.2083658854166666,0.0056154330571492,15.20638223507028,82.91167327036115,beta
cifar10,cifar10_noisy_clients_extended,fedoui,36,0.2206705729166666,0.0056180715560913,22.60829319483169,84.72083166148565,beta
cifar10,cifar10_noisy_clients_extended,fedoui,37,0.22548828125,0.0047492504119873,4.522972640036737,17.099454920176235,beta
cifar10,cifar10_noisy_clients_extended,fedoui,38,0.2251302083333333,0.0022745291392008,23.365820826543125,117.54466519454144,beta
cifar10,cifar10_noisy_clients_extended,fedoui,39,0.20380859375,0.004226016998291,8.781850873161762,41.011146325717775,beta
cifar10,cifar10_noisy_clients_extended,fedoui,40,0.2225911458333333,0.0023698012034098,13.618968678371616,52.78971668664046,beta
cifar10,cifar10_noisy_clients_extended,fedoui,41,0.2438802083333333,0.0028407971064249,27.68043659370971,89.98152717531786,beta
cifar10,cifar10_noisy_clients_extended,fedoui,42,0.2570963541666666,0.004103144009908,5.404825329104371,17.418024720392026,beta
